industryID,inspectiondate,nameOfInspectionOfficer,inspectionStatus,fileID,infileID,applicationID,scheduledDate,reason
404,2014-01-17,"S.S.Ranasinha/ T.H.T.I de Silva","Renewal of  EPL  can be considered after obtaining wast water analytical report",NULL,215,402,NULL,NULL
406,2013-09-09,"S.S.Ranasinha/ Anusha Nilanthi","Recommended to obtain dust and noise measurment report. After that can be considered for EPL ",NULL,216,404,NULL,NULL
410,2013-01-15,"M.R.namalie/Anusha Nilanthi","Renewal of  EPL  can be considered after obtaining wast water analytical report ",NULL,217,408,NULL,NULL
411,2013-10-14,"S.S.Ranasinha/ Anusha Nilanthi",,NULL,218,409,NULL,NULL
412,2013-02-21,"S.S.Ranasinha/ Achala Kohona","Has informed to take necessary action to direct waste water in to proper designed treatment plant.After obtaining analytical report EPl issuence can be recommended.",NULL,219,410,NULL,NULL
413,2014-03-17,"S.S.Ranasinha/ Achala Kohona","Recommended for EPL",NULL,220,411,NULL,NULL
399,2009-01-30,"G.D.L.Karunarathna/ M.I.Perera","EPL can be  recommended after obtaining waste water analytical report.",NULL,221,396,NULL,NULL
414,2014-01-17,"S.S.Ranasinha/ T.H.T.I de Silva","After obtaining valid mining Licecse, Issueance of EPL can be recommendered.",NULL,222,412,NULL,NULL
417,2013-12-20,"S.S.Ranasinha/ Anusha Nilanthi","Recommended for EPL Renewal",NULL,223,415,NULL,NULL
420,2014-07-31,"M.G.L.Fernando /D.I.W. Kodithuwakku","Recommended for EPL Renewal",NULL,224,418,NULL,NULL
425,2012-07-20,N.A.Jayawardana,"EPL can be  recommended after obtaining U.D.Approvel",NULL,225,422,NULL,NULL
427,2015-03-17,"V. Lokubogahawaththa /U.N.Chandralani","Recommended for EPL Renewal",NULL,226,424,NULL,NULL
428,2014-08-21,Mrs.M.G.L.Fernando,"EPL fee pending",NULL,227,425,NULL,NULL
429,2014-07-09,Mrs.M.G.L.Fernando,"EPL fee pending",NULL,228,426,NULL,NULL
424,2012-03-13,N.R.Devanarayana/T.D.K.Gamage,"Has informed to mitigate Environmental pollution .",NULL,229,427,NULL,NULL
430,2014-04-17,"M.G.L.Fernando /W.Warnakulasooriya","Before consider the issuence of EPl it is better obtain waste water anlytical report.",NULL,230,428,NULL,NULL
431,2014-09-09,N.R.Devanarayana/L.G.S.Hemakanthi,"Recommended for EPL Renewal",NULL,231,429,NULL,NULL
432,2013-03-15,"N.A.Jayawardana/ U.W.N.Chandralani","Recommended for EPL Renewal",NULL,232,430,NULL,NULL
434,2014-08-15,"N.R.Devanarayana/Ashoka Samaraweera","Pending waste water anlytical report",NULL,233,432,NULL,NULL
435,2009-06-02,"ඒ.සී.එල් .ජයසිංහ","භූමිය පුරා විසිරි අපද්‍රව්‍ය ක්‍රමානුකූලව ඉවත් කල පසු පරිසර ආරක්ෂණ  බලපත්‍රය සදහා සලකා බැලීම සුදුසුය.",NULL,234,433,NULL,NULL
436,2014-07-02,"N.R.Devanarayana/P.H.Menaka Sujith",,NULL,235,434,NULL,NULL
437,2012-06-18,"N.R.Devanarayana/L. Jayathilaka","Renewal of  EPL  can be considered after obtaining wast water analytical report",NULL,236,435,NULL,NULL
438,2014-03-05,"N.R.Devanarayana/P.H.Menaka Sujith","Recommended for EPL",NULL,237,436,NULL,NULL
439,2014-02-17,"N.R.Devanarayana/L. Jayathilaka","After obtaining waste water analytical report,EPL renewal can be considered.",NULL,238,437,NULL,NULL
441,2014-08-21,"N.R.Devanarayana/L. Jayathilaka","After obtaining waste water analytical report,EPL renewal can be considered.",NULL,239,439,NULL,NULL
440,2014-07-15,"එම්.ජී.එල්.ප්‍රනාන්දු/අචලා කො හොන","නිර් දේශ කර ඇත",NULL,240,438,NULL,NULL
443,2014-06-06,එම්.ජී.එල්.ප්‍රනාන්දු/ඩී.කොඩිතුවක්කු,"නිර් දේශ කර ඇත",NULL,241,441,NULL,NULL
444,2014-08-25,M.I.Perera/N.U.Samarawickrama,"Recommended for EPL Renewal",NULL,242,442,NULL,NULL
451,2014-09-14,M.I.Perera/N.U.Samarawickrama,"Recommended for EPL Renewal",NULL,243,443,NULL,NULL
452,2014-09-30,"M.G.L.Fernando /Anusha Nilanthi","Recommended for EPL Renewal",NULL,244,444,NULL,NULL
453,2015-01-20,"M.I.Perera/kamal Wanigasooriya","Recommended for EPL Renewal",NULL,245,445,NULL,NULL
455,2014-08-14,M.I.Perera/N.U.Samarawickrama,"Recommended for EPL Renewal",NULL,246,447,NULL,NULL
454,2014-06-24,එම්.ජී.එල්.ප්‍රනාන්දු/ඩී.කොඩිතුවක්කු,"පරීක්ෂණ පිපිරුමක් සිදු කර එහි වාර්තාව හා භූ සමීක්ෂණ වාර්තාව ලබා ගැනීමෙන් පසුව නිර්දේශ කල හැක.",NULL,247,446,NULL,NULL
456,0209-10-02,M.I.Perera/O.N.Perera,"Recommended for EPL ",NULL,248,448,NULL,NULL
457,2014-05-23,M.G.L.Fernando/M.I.Perera,"Recommended subject to the special condition as submit the Lightning adequacy test report within 3 months from the date of license issuing date.",NULL,249,449,NULL,NULL
458,2013-11-06,M.I.Perera/O.N.Perera,"Recommended for EPL Renewal",NULL,250,450,NULL,NULL
459,2014-05-23,M.G.L.Fernando/M.I.Perera,"Recommended subject to the special condition as submit the lightning adequacy test report within 3 months from the date of license issued. ",NULL,251,451,NULL,NULL
460,2014-02-06,"S.S.Ranasinha/ P.H.M.Sujith","Recommended for EPL Renewal",NULL,252,452,NULL,NULL
461,2013-11-27,W.D.Warnakulasuriya/S.C.Adikaram,Recomended,NULL,253,453,NULL,NULL
462,2014-09-05,M.I.Perera/U.S.G.Abewardana,"Recommended for EPL Renewal",NULL,254,454,NULL,NULL
463,2014-06-09,"W.D.Warnakulasuriya /S.C.Adikaram",Recommended,NULL,255,455,NULL,NULL
464,2013-01-11,"Priyanka Athukoralage/I.P.Safinas","Recommended after submitting Lightning adequacy test report by the operator",NULL,256,456,NULL,NULL
466,2013-09-23,"N.R.Devanarayana/L. Jayathilaka","Recommended for EPL Renewal",NULL,257,458,NULL,NULL
465,2014-04-04,"W.D.Warnakulasuriya /S.C.Adikaram","Recommended  ",NULL,258,459,NULL,NULL
60,2013-06-14,"N.R.Devanarayana/L. Jayathilaka","After obtaining waste water analytical report,EPL can be considered.",NULL,259,460,NULL,NULL
467,2014-04-25,"W.D.Warnakulasuriya /S.C.Adikaram","Recommended subject to the special condition as submit the lightning adequacy test report within 3 months from the date of license issued.",NULL,260,461,NULL,NULL
469,2014-02-18,N.R.Devanarayana/W.W.Abesingha,"Recommended for EPL Renewal",NULL,261,463,NULL,NULL
468,2014-01-10,"W.D.Warnakulasuriya /S.C.Adikaram","Recommended subject to the special condition as submit the lightning adequacy test report within 3 months from the date of license issued.",NULL,262,462,NULL,NULL
470,2014-01-10,"W.D.Warnakulasuriya /S.C.Adikaram","Recommended subject to the special condition as submit the lightning adequacy test report within 3 months from the date of license issued.",NULL,263,464,NULL,NULL
471,2013-02-13,N.R.Devanarayana/W.W.Abesingha,"After obtaining waste water analytical report,EPL can be considered.",NULL,264,465,NULL,NULL
472,NULL,,,NULL,265,466,NULL,NULL
472,2013-11-27,"W.D.Warnakulasuriya /S.C.Adikaram ","Recommended subject to the special condition as submit the lightning adequacy test report within 3 months from the date of license issued.",NULL,266,466,NULL,NULL
473,2011-06-20,N.R.Devanarayana/W.W.Abesingha,"Recommended for EPL",NULL,267,467,NULL,NULL
474,2013-11-12,"W.D.Warnakulasuriya /S.C.Adikaram"," Recommended subject to the special condition as submit the lightning adequacy test report within 3 months from the date of license issued.",NULL,268,468,NULL,NULL
475,2014-04-04,"W.D.Warnakulasuriya /S.C.Adikaram"," Recommended subject to the special condition as submit the lightning adequacy test report within 3 months from the date of license issued.",NULL,269,469,NULL,NULL
476,2014-05-21,"W.D.Warnakulasuriya /S.C.Adikaram"," Recommended subject to the special condition as submit the lightning adequacy test report within 3 months from the date of license issued.",NULL,270,470,NULL,NULL
477,2013-11-27,"W.D.Warnakulasuriya /S.C.Adikaram ","Recommended subject to the special condition as submit the lightning adequacy test report within 3 months from the date of license issued.",NULL,271,471,NULL,NULL
478,2013-12-11,"W.D.Warnakulasuriya /S.C.Adikaram ","Recommended subject to the special condition as submit the lightning adequacy test report within 3 months from the date of license issued.",NULL,272,472,NULL,NULL
479,2014-02-21,"W.D.Warnakulasuriya /S.C.Adikaram ","Recommended subject to the special condition as submit the lightning adequacy test report within 3 months from the date of license issued.",NULL,273,473,NULL,NULL
480,2013-01-11,"Priyanthi Athukoralage/I.P.Safinas",Recommended,NULL,274,474,NULL,NULL
483,2013-10-10,"M.G.L.Fernando /U.N.Chandralani","Recommended for EPL Renewal",NULL,275,477,NULL,NULL
151,2013-11-27,W.D.Warnakulasooriya/S.C.Adikaram,"After obtaining lightning adquacy test reporel ,EPL can be considered.",NULL,276,152,NULL,NULL
485,2014-01-17,"Mrs Nilanthi Devanarayana",,NULL,277,479,NULL,NULL
187,2014-02-18,"M.G.L.Fernando /U.N.Chandralani","Recommended for EPL",NULL,278,188,NULL,NULL
487,2014-05-30,"නිලන්ති දේවනාරායන","බලපත්‍ර ගාස්තුව ගෙවීමට නියමිතවේ",NULL,279,481,NULL,NULL
490,2014-04-30,"නිලන්ති දේවනාරායන","ඇල මාර්ගයට යොමු කර ඇති නළ මාර්ග වසා දැමීම",NULL,280,484,NULL,NULL
491,2014-08-08,Mrs.M.I.Perera,,NULL,281,485,NULL,NULL
492,2014-08-14,Mrs.M.I.Perera,,NULL,282,486,NULL,NULL
493,2014-01-29,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL",NULL,283,487,NULL,NULL
494,2014-02-26,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL",NULL,284,488,NULL,NULL
495,2013-03-07,"Pradeep Seekkubadu/Priyanka Atukoralage",,NULL,285,489,NULL,NULL
496,2013-12-11,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL",NULL,286,490,NULL,NULL
497,2014-08-25,Mrs.M.G.L.Fernando,"GSMB License pending",NULL,287,491,NULL,NULL
498,2014-01-29,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL",NULL,288,492,NULL,NULL
499,2014-04-04,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL",NULL,289,493,NULL,NULL
501,2014-01-29,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL",NULL,290,495,NULL,NULL
502,2014-04-04,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL",NULL,291,496,NULL,NULL
504,2013-03-07,"Pradeep Seekkubadu/Priyanka Atukoralage",,NULL,292,499,NULL,NULL
505,2014-02-19,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL",NULL,293,500,NULL,NULL
507,2014-05-02,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL",NULL,294,502,NULL,NULL
509,2014-05-23,"M.G.L.Fernando /M.I.Perera","Recommended for EPL",NULL,295,505,NULL,NULL
512,2014-05-02,W.D.Warnakulasooriya/S.C.Adikaram,,NULL,296,506,NULL,NULL
514,2014-05-02,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL",NULL,297,508,NULL,NULL
515,2014-06-25,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL",NULL,298,510,NULL,NULL
516,2014-05-27,S.C.Adikaram/D.Kodithuwakku,"Recommended for EPL",NULL,299,511,NULL,NULL
518,2009-02-17,A.P.Priyantha/S.L.N.niroshani,"Recommended for EPL",NULL,300,513,NULL,NULL
520,2014-05-02,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL",NULL,301,514,NULL,NULL
521,2014-03-27,M.I.Perera,"Recommended for EPL Renewal",NULL,302,516,NULL,NULL
522,2012-01-20,"S.S.Ranasinha/ L.G.S. Hemakanthi","After obtaining valid mining Licecse, Issueance of EPL can be recommendered.",NULL,303,517,NULL,NULL
523,2014-06-23,M.I.Perera/U.S.G.Abewardana,"After obtaining valid mining Licecse, Issueance of EPL can be recommendered.",NULL,304,518,NULL,NULL
526,2014-01-17,"S.S.Ranasinha/ T.H.T.I de Silva","Renewal of EPL recommended",NULL,305,521,NULL,NULL
527,2014-09-30,"M.G.L.Fernando /Anusha Nilanthi","Recommended for EPL Renewal",NULL,306,522,NULL,NULL
528,2014-01-17,"S.S.Ranasinha/ T.H.T.I de Silva","Recommended for EPL Renewal",NULL,307,523,NULL,NULL
529,2013-10-28,"S.S.Ranasinha/ Anusha Nilanthi","Renewal of EPL recommended",NULL,308,524,NULL,NULL
530,2013-09-15,"S.S.Ranasinha/ Anusha Nilanthi","Recommended for EPL Renewal",NULL,309,525,NULL,NULL
531,2013-10-28,"S.S.Ranasinha/ Anusha Nilanthi","Recommended for EPL Renewal",NULL,310,526,NULL,NULL
245,2014-06-18,"M.G.L.Fernando /Nelum Samarawickrama.","Recommended for EPL Renewal",NULL,311,527,NULL,NULL
532,2014-02-07,"S.S.Ranasinha/ P.H.M.Sujith","Renewal of EPL recommended",NULL,312,528,NULL,NULL
533,2013-11-06,"S.S.Ranasinha/ Anusha Nilanthi","Renewal of EPL recommended",NULL,313,529,NULL,NULL
534,2013-09-16,"S.S.Ranasinha/ Anusha Nilanthi","Renewal of EPL recommended",NULL,314,530,NULL,NULL
535,2014-01-17,"S.S.Ranasinha/ T.H.T.I de Silva","Recommended for EPL Renewal",NULL,315,531,NULL,NULL
536,2012-08-16,"S.S.Ranasinha/ Anusha Nilanthi","Recommended for EPL Renewal",NULL,316,532,NULL,NULL
538,2014-08-25,"M.G.L.Fernando /D.I.W. Kodithuwakku","Renewal of EPL recommended",NULL,317,533,NULL,NULL
537,2014-07-03,"Mrs. M.I. Perera","Recommended for EPl ",NULL,318,534,NULL,NULL
539,2014-09-17,"M.G.L.Fernando /W.Warnakulasooriya","Renewal of EPL recommended",NULL,319,535,NULL,NULL
541,2012-07-13,"M.R.Namali/ M.G.Lalith","Pending waste water anlytical report",NULL,320,537,NULL,NULL
540,2014-05-21,"W.D.Warnakulasuriya /S.C.Adikaram",Recommended,NULL,321,536,NULL,NULL
542,2014-06-09,"W.D.Warnakulasuriya /S.C.Adikaram",Recommended,NULL,322,538,NULL,NULL
543,2014-06-10,"M.G.L.Fernando /Achala Kohona","Recommended for EPL",NULL,323,539,NULL,NULL
544,2014-03-27,"W.D.Warnakulasuriya /S.C.Adikaram .","Recommended subject to the special condition as submit the lightning adequacy test report within 3 months from the date of license issued",NULL,324,540,NULL,NULL
545,2014-09-10,M.I.Perera/U.S.G.Abewardana,"Recommended for EPL",NULL,325,541,NULL,NULL
546,2014-05-22,"S.C.Adikaram/T.H.T.I.De Silva"," Recommended subject to the special condition as submit the lightning adequacy test report within 3 months from the date of license issued.",NULL,326,542,NULL,NULL
548,NULL,"M.G.L.Fernando /W.Warnakulasooriya","Recommended for EPL Renewal",NULL,327,543,NULL,NULL
549,2013-08-30,"M.G.L.Fernando /W.Warnakulasooriya","Recommended for EPL Subject to the condition",NULL,328,544,NULL,NULL
550,2011-11-18,"Sugath Guruge/K.S.Y.Chandani","Recommended for EPL Renewal",NULL,329,545,NULL,NULL
551,2014-10-02,ඩබ්.ඩි.වර්ණකුලසූරිය/ඒස්.සී.අදිකාරම්,"අපජල සාම්පලයක් සදහා ෙයාමු කරන ලදි",NULL,330,546,NULL,NULL
552,2014-06-19,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL",NULL,331,547,NULL,NULL
554,2014-06-04,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within two month from the date of issuing EPL",NULL,332,549,NULL,NULL
553,2014-01-02,"ඒම්.ජී.ඒල්.ප්‍රනාන්දු/ ඩබ්.ඩී.වර්ණකුලසූරිය","නිර්ෙද්ශ කරන ලදි",NULL,333,548,NULL,NULL
555,2014-06-04,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within three month from the date of issuing EPL",NULL,334,550,NULL,NULL
556,2013-07-03,"ඒම්.ජී.ඒල්.ප්‍රනාන්දු/ ඩබ්.ඩී.වර්ණකුලසූරිය","නිර්ෙද්ශ කරන ලදි",NULL,335,551,NULL,NULL
557,2014-06-04,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within two month from the date of issuing EPL",NULL,336,552,NULL,NULL
558,2014-05-20,W.D.Warnakulasooriya/D.Kodithuwakku,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 03 month from the date of issuing EPL",NULL,337,553,NULL,NULL
559,2012-07-20,M.G.L.Fernando/W.D.Warnakulasuriya,recommended,NULL,338,554,NULL,NULL
560,2014-06-19,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 03 month from the date of issuing EPL",NULL,339,555,NULL,NULL
561,2014-06-19,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 03month from the date of issuing EPL",NULL,340,556,NULL,NULL
562,2014-01-07,"ඒම්.ජී.ඒල්.ප්‍රනාන්දු/ ඩබ්.ඩී.වර්ණකුලසූරිය","නිර්ෙද්ශ කරන ලදි",NULL,341,557,NULL,NULL
563,2014-06-19,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 03 month from the date of issuing EPL",NULL,342,558,NULL,NULL
564,2014-06-19,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 03 month from the date of issuing EPL",NULL,343,559,NULL,NULL
565,2014-06-09,"W.D. Warnakulasuriya/ S.C.Adikaram",recommended,NULL,344,560,NULL,NULL
552,2014-06-19,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 03 month from the date of issuing EPL",NULL,345,562,NULL,NULL
566,2014-06-09,W.D.Warnakulasuriya/S.C.Adikaram," lightning adequacy report was reqested",NULL,346,561,NULL,NULL
567,2014-05-22,S.C.Adikaram/T.De.Silva,"lightening adequacy report reqested",NULL,347,563,NULL,NULL
568,2014-06-19,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 03 month from the date of issuing EPL",NULL,348,565,NULL,NULL
570,2014-06-04,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 03 month from the date of issuing EPL",NULL,349,566,NULL,NULL
573,2014-06-19,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 03 month from the date of issuing EPL",NULL,350,569,NULL,NULL
575,2014-05-22,"S.C.Adikaram/Thilni De Silva","Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within two month from the date of issuing EPL",NULL,351,570,NULL,NULL
574,2014-07-01,"S.C.Adikaram/ P.H.Menaka Sujith",recommended,NULL,352,571,NULL,NULL
576,2015-05-22,"S.C.Adikaram/Thilni De Silva","Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 02 month from the date of issuing EPL",NULL,353,572,NULL,NULL
577,2014-07-01,"S.C.Adikaram/ P.M.Sujith",recmmended,NULL,354,573,NULL,NULL
578,2014-05-21,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 3 month from the date of issuing EPL",NULL,355,574,NULL,NULL
580,2014-05-20,W.D.Warnakulasooriya/D.Kodithuwakku,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 03 month from the date of issuing EPL",NULL,356,576,NULL,NULL
579,2014-05-28,"N.R.Devanarayana/ L.Jayathilake",recomended,NULL,357,575,NULL,NULL
582,2014-05-20,W.D.Warnakulasooriya/D.Kodithuwakku,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 03 month from the date of issuing EPL",NULL,358,577,NULL,NULL
581,2014-09-05,"W.D.Warnakulasuriya/ S.C.Adikaram",recommended,NULL,359,578,NULL,NULL
583,2014-05-22,"S.C.Adikaram/Thilni De Silva","Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within two month from the date of issuing EPL",NULL,360,579,NULL,NULL
584,2014-03-27,W.D.Warnakulasooriya/S.C.Adikaram,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted.",NULL,361,580,NULL,NULL
585,2014-03-27,W.D.Warnakulasuriya/S.C.Adikaram,,NULL,362,581,NULL,NULL
587,2014-05-20,W.D.Warnakulasooriya/D.Kodithuwakku,"Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 03 month from the date of issuing EPL",NULL,363,583,NULL,NULL
588,2014-05-22,"S.C.Adikaram/Thilni De Silva","Recommended for EPL Subject to the condition of  A report of adaquacy of the lightning protection system should be submitted within 02 month from the date of issuing EPL",NULL,364,584,NULL,NULL
